,original_text,clean_text,sampa,pos,ipa
5877,codificando,codificando,kodifikando,VERB,kodifikando
5878,codificar,codificar,kodifika4,VERB,kodifikaɾ
5879,coeficiente,coeficiente,koefisiente,NOUN,koefisiente
5880,coercibilidad,coercibilidad,koe4sibilidad,NOUN,koeɾsibilidad
5881,coercitiva,coercitiva,koe4sitiba,NOUN,koeɾsitiba
5882,coexistan,coexistan,koeksistan,VERB,koeksistan
5883,coffeeshops,coffeeshops,koffeeSops,PROPN,koffeeʃops
5884,cofinanciado,cofinanciado,kofinansiado,ADJ,kofinansiado
5885,cofinanciados,cofinanciados,kofinansiados,ADJ,kofinansiados
5886,cofinancian,cofinancian,kofinansian,VERB,kofinansian
5887,cofinanciar,cofinanciar,kofinansia4,VERB,kofinansiaɾ
5888,cofinanció,cofinanció,kofinansio,VERB,kofinansio
5889,cogen,cogen,koxen,VERB,koxen
5890,cogeneración,cogeneración,koxene4asion,NOUN,koxeneɾasion
5891,coger,coger,koxe4,VERB,koxeɾ
5892,cogerle,cogerle,koxe4le,VERB,koxeɾle
5893,cogerles,cogerles,koxe4les,VERB,koxeɾles
5894,cogernos,cogernos,koxe4nos,VERB,koxeɾnos
5895,cogestión,cogestión,koxestjon,NOUN,koxestjon
5896,cogía,cogía,koxia,NOUN,koxia
5897,cohabitation,cohabitation,koabitatjon,NOUN,koabitatjon
5898,cohesión,cohesión,koesjon,PROPN,koesjon
5899,cohete,cohete,koete,NOUN,koete
5900,coimpulsar,coimpulsar,koimpulsa4,VERB,koimpulsaɾ
5901,coincidamos,coincidamos,koinsidamos,VERB,koinsidamos
5902,coincide,coincide,koinside,VERB,koinside
5903,coincidencia,coincidencia,koinsidensia,NOUN,koinsidensia
5904,coincidencias,coincidencias,koinsidensias,NOUN,koinsidensias
5905,coincidente,coincidente,koinsidente,ADJ,koinsidente
5906,coincidido,coincidido,koinsidido,VERB,koinsidido
5907,coincidiendo,coincidiendo,koinsidjendo,VERB,koinsidjendo
5908,coincidieron,coincidieron,koinsidje4on,VERB,koinsidjeɾon
5909,coincidir,coincidir,koinsidi4,VERB,koinsidiɾ
5910,coincidiremos,coincidiremos,koinsidi4emos,VERB,koinsidiɾemos
5911,cointervenir,cointervenir,kointe4beni4,VERB,kointeɾbeniɾ
5912,cojea,cojea,koxea,VERB,koxea
5913,colabora,colabora,kolabo4a,VERB,kolaboɾa
5914,colaboraciones,colaboraciones,kolabo4asiones,NOUN,kolaboɾasiones
5915,colaboradoras,colaboradoras,kolabo4ado4as,NOUN,kolaboɾadoɾas
5916,colaboramos,colaboramos,kolabo4amos,VERB,kolaboɾamos
5917,colaboraron,colaboraron,kolabo4a4on,VERB,kolaboɾaɾon
5918,colaboraría,colaboraría,kolabo4a4ja,VERB,kolaboɾaɾja
5919,colabore,colabore,kolabo4e,VERB,kolaboɾe
5920,colaboremos,colaboremos,kolabo4emos,VERB,kolaboɾemos
5921,colaboren,colaboren,kolabo4en,VERB,kolaboɾen
5922,colación,colación,kolasion,NOUN,kolasion
5923,colado,colado,kolado,ADJ,kolado
5924,colador,colador,kolado4,NOUN,koladoɾ
5925,colapso,colapso,kolapso,NOUN,kolapso
5926,colar,colar,kola4,VERB,kolaɾ
5927,colateral,colateral,kolate4al,ADJ,kolateɾal
5928,colateralmente,colateralmente,kolate4almente,ADV,kolateɾalmente
5929,colcha,colcha,koltSa,NOUN,kolt͡ʃa
5930,colectivas,colectivas,kolektibas,ADJ,kolektibas
5931,colectividad,colectividad,kolektibidad,NOUN,kolektibidad
5932,colectivo,colectivo,kolektibo,NOUN,kolektibo
5933,colectivos,colectivos,kolektibos,NOUN,kolektibos
5934,colegiados,colegiados,kolexiados,NOUN,kolexiados
5935,colegido,colegido,kolexido,NOUN,kolexido
5936,colegislador,colegislador,kolexislado4,NOUN,kolexisladoɾ
5937,colegislativas,colegislativas,kolexislatibas,ADJ,kolexislatibas
5938,colina,colina,kolina,PROPN,kolina
5939,colinas,colinas,kolinas,NOUN,kolinas
5940,colindante,colindante,kolindante,ADJ,kolindante
5941,colindantes,colindantes,kolindantes,ADJ,kolindantes
5942,colma,colma,kolma,NOUN,kolma
5943,colmarlas,colmarlas,kolma4las,VERB,kolmaɾlas
5944,colme,colme,kolme,PROPN,kolme
5945,colmillos,colmillos,kolmij\os,NOUN,kolmiʝos
5946,colmo,colmo,kolmo,NOUN,kolmo
5947,colocados,colocados,kolokados,ADJ,kolokados
5948,colocamos,colocamos,kolokamos,VERB,kolokamos
5949,colocan,colocan,kolokan,VERB,kolokan
5950,colocaremos,colocaremos,koloka4emos,VERB,kolokaɾemos
5951,colocarla,colocarla,koloka4la,VERB,kolokaɾla
5952,colocarse,colocarse,koloka4se,VERB,kolokaɾse
5953,colocará,colocará,koloka4a,VERB,kolokaɾa
5954,colocaría,colocaría,koloka4ja,VERB,kolokaɾja
5955,colocaríamos,colocaríamos,koloka4jamos,VERB,kolokaɾjamos
5956,colocó,colocó,koloko,VERB,koloko
5957,colofón,colofón,kolofon,NOUN,kolofon
5958,colombianas,colombianas,kolombjanas,ADJ,kolombjanas
5959,colombiano,colombiano,kolombjano,PROPN,kolombjano
5960,colonia,colonia,kolonja,NOUN,kolonja
5961,colonialismos,colonialismos,kolonjalismos,NOUN,kolonjalismos
5962,colonialista,colonialista,kolonjalista,ADJ,kolonjalista
5963,colonias,colonias,kolonjas,NOUN,kolonjas
5964,colonización,colonización,kolonisasion,NOUN,kolonisasion
5965,colonizada,colonizada,kolonisada,ADJ,kolonisada
5966,colonizar,colonizar,kolonisa4,VERB,kolonisaɾ
5967,colonos,colonos,kolonos,NOUN,kolonos
5968,coloque,coloque,koloke,VERB,koloke
5969,coloquen,coloquen,koloken,VERB,koloken
5970,coloquial,coloquial,kolokjal,ADJ,kolokjal
5971,color,color,kolo4,NOUN,koloɾ
5972,coloración,coloración,kolo4asion,NOUN,koloɾasion
5973,colorante,colorante,kolo4ante,ADJ,koloɾante
5974,colorantes,colorantes,kolo4antes,NOUN,koloɾantes
5975,colores,colores,kolo4es,NOUN,koloɾes
5976,colosales,colosales,kolosales,ADJ,kolosales
5977,coloso,coloso,koloso,NOUN,koloso
5978,comando,comando,komando,NOUN,komando
5979,comarcas,comarcas,koma4kas,PROPN,komaɾkas
5980,combatant,combatant,kombatant,PROPN,kombatant
5981,combates,combates,kombates,NOUN,kombates
5982,combatirlas,combatirlas,kombati4las,VERB,kombatiɾlas
5983,combatirlo,combatirlo,kombati4lo,VERB,kombatiɾlo
5984,combatirlos,combatirlos,kombati4los,VERB,kombatiɾlos
5985,combativo,combativo,kombatibo,ADJ,kombatibo
5986,combina,combina,kombina,PROPN,kombina
5987,combinada,combinada,kombinada,PROPN,kombinada
5988,combinado,combinado,kombinado,NOUN,kombinado
5989,combinan,combinan,kombinan,VERB,kombinan
5990,combinando,combinando,kombinando,VERB,kombinando
5991,combinar,combinar,kombina4,VERB,kombinaɾ
5992,combinaran,combinaran,kombina4an,VERB,kombinaɾan
5993,combinarlo,combinarlo,kombina4lo,VERB,kombinaɾlo
5994,combinarse,combinarse,kombina4se,VERB,kombinaɾse
5995,comboio,comboio,kombojo,NOUN,kombojo
5996,combustibles,combustibles,kombustibles,NOUN,kombustibles
5997,comedor,comedor,komedo4,PROPN,komedoɾ
5998,comedores,comedores,komedo4es,NOUN,komedoɾes
5999,comemos,comemos,komemos,VERB,komemos
6000,comen,comen,komen,VERB,komen
6001,comencemos,comencemos,komensemos,VERB,komensemos
6002,comencé,comencé,komense,VERB,komense
6003,comenta,comenta,komenta,VERB,komenta
6004,comentadas,comentadas,komentadas,ADJ,komentadas
6005,comentados,comentados,komentados,VERB,komentados
6006,comentario,comentario,komenta4jo,NOUN,komentaɾjo
6007,comentarios,comentarios,komenta4jos,NOUN,komentaɾjos
6008,comentaron,comentaron,komenta4on,VERB,komentaɾon
6009,comente,comente,komente,VERB,komente
6010,comentemos,comentemos,komentemos,VERB,komentemos
6011,comentábamos,comentábamos,komentabamos,VERB,komentabamos
6012,comentó,comentó,komento,VERB,komento
6013,comenzaba,comenzaba,komensaba,VERB,komensaba
6014,comenzado,comenzado,komensado,VERB,komensado
6015,comenzados,comenzados,komensados,ADJ,komensados
6016,comenzando,comenzando,komensando,VERB,komensando
6017,comenzara,comenzara,komensa4a,VERB,komensaɾa
6018,comenzaremos,comenzaremos,komensa4emos,VERB,komensaɾemos
6019,comenzaron,comenzaron,komensa4on,VERB,komensaɾon
6020,comenzarán,comenzarán,komensa4an,VERB,komensaɾan
6021,comenzaré,comenzaré,komensa4e,VERB,komensaɾe
6022,comenzó,comenzó,komenso,VERB,komenso
6023,comer,comer,kome4,VERB,komeɾ
6024,comercial,comercial,kome4sial,ADJ,komeɾsial
6025,comerciales,comerciales,kome4siales,ADJ,komeɾsiales
6026,comercializaban,comercializaban,kome4sialisaban,VERB,komeɾsialisaban
6027,comercializable,comercializable,kome4sialisable,ADJ,komeɾsialisable
6028,comercialización,comercialización,kome4sialisasion,NOUN,komeɾsialisasion
6029,comercializadas,comercializadas,kome4sialisadas,ADJ,komeɾsialisadas
6030,comercializados,comercializados,kome4sialisados,ADJ,komeɾsialisados
6031,comercializar,comercializar,kome4sialisa4,VERB,komeɾsialisaɾ
6032,comercializarlos,comercializarlos,kome4sialisa4los,VERB,komeɾsialisaɾlos
6033,comercializarse,comercializarse,kome4sialisa4se,VERB,komeɾsialisaɾse
6034,comercialmente,comercialmente,kome4sialmente,ADV,komeɾsialmente
6035,comerciamos,comerciamos,kome4siamos,VERB,komeɾsiamos
6036,comerciante,comerciante,kome4siante,PROPN,komeɾsiante
6037,comerciar,comerciar,kome4sia4,VERB,komeɾsiaɾ
6038,comercios,comercios,kome4sios,NOUN,komeɾsios
6039,comerlo,comerlo,kome4lo,VERB,komeɾlo
6040,cometer,cometer,komete4,VERB,kometeɾ
6041,cometería,cometería,komete4ja,VERB,kometeɾja
6042,cometida,cometida,kometida,VERB,kometida
6043,cometimos,cometimos,kometimos,VERB,kometimos
6044,cometiéndose,cometiéndose,kometjendose,VERB,kometjendose
6045,comicios,comicios,komisios,NOUN,komisios
6046,comido,comido,komido,VERB,komido
6047,comience,comience,komjense,VERB,komjense
6048,comienzan,comienzan,komjensan,VERB,komjensan
6049,comisaria,comisaria,komisa4ja,NOUN,komisaɾja
6050,comisarias,comisarias,komisa4jas,NOUN,komisaɾjas
6051,comisario,comisario,komisa4jo,NOUN,komisaɾjo
6052,comisionados,comisionados,komisjonados,NOUN,komisjonados
6053,comitology,comitology,komitologi,PROPN,komitoloɡi
6054,comitología,comitología,komitoloxia,NOUN,komitoloxia
6055,comité,comité,komite,PROPN,komite
6056,commitment,commitment,kommitment,PROPN,kommitment
6057,common,common,kommon,PROPN,kommon
6058,communiqué,communiqué,kommunike,PROPN,kommunike
6059,comodidades,comodidades,komodidades,NOUN,komodidades
6060,compadece,compadece,kompadese,VERB,kompadese
6061,compadecer,compadecer,kompadese4,VERB,kompadeseɾ
6062,compaginar,compaginar,kompaxina4,VERB,kompaxinaɾ
6063,comparados,comparados,kompa4ados,VERB,kompaɾados
6064,comparar,comparar,kompa4a4,VERB,kompaɾaɾ
6065,comparativamente,comparativamente,kompa4atibamente,ADV,kompaɾatibamente
6066,comparecí,comparecí,kompa4esi,VERB,kompaɾesi
6067,comparezco,comparezco,kompa4esko,VERB,kompaɾesko
6068,comparo,comparo,kompa4o,PROPN,kompaɾo
6069,comparsas,comparsas,kompa4sas,NOUN,kompaɾsas
6070,comparta,comparta,kompa4ta,VERB,kompaɾta
6071,compartamos,compartamos,kompa4tamos,VERB,kompaɾtamos
6072,compartan,compartan,kompa4tan,VERB,kompaɾtan
6073,compartidas,compartidas,kompa4tidas,ADJ,kompaɾtidas
6074,compartimentar,compartimentar,kompa4timenta4,VERB,kompaɾtimentaɾ
6075,compartirá,compartirá,kompa4ti4a,VERB,kompaɾtiɾa
6076,comparto,comparto,kompa4to,VERB,kompaɾto
6077,compartía,compartía,kompa4tja,VERB,kompaɾtja
6078,compasión,compasión,kompasjon,NOUN,kompasjon
6079,compatibilidad,compatibilidad,kompatibilidad,NOUN,kompatibilidad
6080,compatibles,compatibles,kompatibles,ADJ,kompatibles
6081,compañera,compañera,kompaJe4a,PROPN,kompaɲeɾa
6082,compañeras,compañeras,kompaJe4as,NOUN,kompaɲeɾas
6083,compañerismo,compañerismo,kompaJe4ismo,NOUN,kompaɲeɾismo
6084,compañeros,compañeros,kompaJe4os,NOUN,kompaɲeɾos
6085,compelidas,compelidas,kompelidas,NOUN,kompelidas
6086,compendia,compendia,kompendja,NOUN,kompendja
6087,compendio,compendio,kompendjo,NOUN,kompendjo
6088,compensaban,compensaban,kompensaban,VERB,kompensaban
6089,compensación,compensación,kompensasion,NOUN,kompensasion
6090,compensarlas,compensarlas,kompensa4las,VERB,kompensaɾlas
6091,compensarlo,compensarlo,kompensa4lo,VERB,kompensaɾlo
6092,compensaría,compensaría,kompensa4ja,VERB,kompensaɾja
6093,compensatoria,compensatoria,kompensato4ja,ADJ,kompensatoɾja
6094,compensatorias,compensatorias,kompensato4jas,ADJ,kompensatoɾjas
6095,competa,competa,kompeta,VERB,kompeta
6096,competen,competen,kompeten,VERB,kompeten
6097,competencia,competencia,kompetensia,NOUN,kompetensia
6098,competencia,competencia,kompetensia,NOUN,kompetensia
6099,competencial,competencial,kompetensial,ADJ,kompetensial
6100,competenciales,competenciales,kompetensiales,ADJ,kompetensiales
6101,competentemente,competentemente,kompetentemente,ADV,kompetentemente
6102,competer,competer,kompete4,PROPN,kompeteɾ
6103,competerán,competerán,kompete4an,VERB,kompeteɾan
6104,competiciones,competiciones,kompetisiones,NOUN,kompetisiones
6105,competidor,competidor,kompetido4,NOUN,kompetidoɾ
6106,competidoras,competidoras,kompetido4as,NOUN,kompetidoɾas
6107,competiendo,competiendo,kompetjendo,VERB,kompetjendo
6108,competir,competir,kompeti4,VERB,kompetiɾ
6109,competirán,competirán,kompeti4an,VERB,kompetiɾan
6110,competitividad,competitividad,kompetitibidad,NOUN,kompetitibidad
6111,competitivo,competitivo,kompetitibo,ADJ,kompetitibo
6112,competía,competía,kompetja,VERB,kompetja
6113,compitamos,compitamos,kompitamos,VERB,kompitamos
6114,compite,compite,kompite,VERB,kompite
6115,compiten,compiten,kompiten,VERB,kompiten
6116,compitiendo,compitiendo,kompitjendo,VERB,kompitjendo
6117,compitiesen,compitiesen,kompitjesen,VERB,kompitjesen
6118,complace,complace,komplase,VERB,komplase
6119,complacencia,complacencia,komplasensia,NOUN,komplasensia
6120,complacería,complacería,komplase4ja,VERB,komplaseɾja
6121,complacido,complacido,komplasido,VERB,komplasido
6122,complacidos,complacidos,komplasidos,ADJ,komplasidos
6123,complaciente,complaciente,komplasiente,ADJ,komplasiente
6124,compleja,compleja,komplexa,ADJ,komplexa
6125,complejidad,complejidad,komplexidad,NOUN,komplexidad
6126,complejo,complejo,komplexo,NOUN,komplexo
6127,complejos,complejos,komplexos,NOUN,komplexos
6128,complementada,complementada,komplementada,ADJ,komplementada
6129,complementando,complementando,komplementando,VERB,komplementando
6130,complementar,complementar,komplementa4,PROPN,komplementaɾ
6131,complementaria,complementaria,komplementa4ja,PROPN,komplementaɾja
6132,complementarias,complementarias,komplementa4jas,ADJ,komplementaɾjas
6133,complementaridades,complementaridades,komplementa4idades,NOUN,komplementaɾidades
6134,complementariedad,complementariedad,komplementa4jedad,NOUN,komplementaɾjedad
6135,complementarios,complementarios,komplementa4jos,ADJ,komplementaɾjos
6136,complementarlas,complementarlas,komplementa4las,VERB,komplementaɾlas
6137,complementarlos,complementarlos,komplementa4los,VERB,komplementaɾlos
6138,complementarse,complementarse,komplementa4se,VERB,komplementaɾse
6139,complementaría,complementaría,komplementa4ja,VERB,komplementaɾja
6140,complemente,complemente,komplemente,PROPN,komplemente
6141,complemento,complemento,komplemento,NOUN,komplemento
6142,complementos,complementos,komplementos,NOUN,komplementos
6143,complementándose,complementándose,komplementandose,VERB,komplementandose
6144,completa,completa,kompleta,ADJ,kompleta
6145,completada,completada,kompletada,ADJ,kompletada
6146,completadas,completadas,kompletadas,ADJ,kompletadas
6147,completados,completados,kompletados,VERB,kompletados
6148,completamos,completamos,kompletamos,VERB,kompletamos
6149,completan,completan,kompletan,VERB,kompletan
6150,completando,completando,kompletando,VERB,kompletando
6151,completarse,completarse,kompleta4se,VERB,kompletaɾse
6152,completarán,completarán,kompleta4an,VERB,kompletaɾan
6153,completaré,completaré,kompleta4e,VERB,kompletaɾe
6154,completarían,completarían,kompleta4jan,VERB,kompletaɾjan
6155,completen,completen,kompleten,VERB,kompleten
6156,completándolo,completándolo,kompletandolo,VERB,kompletandolo
6157,complica,complica,komplika,VERB,komplika
6158,complicación,complicación,komplikasion,NOUN,komplikasion
6159,complicadas,complicadas,komplikadas,ADJ,komplikadas
6160,complicadísima,complicadísima,komplikadisima,ADJ,komplikadisima
6161,complicadísimo,complicadísimo,komplikadisimo,ADV,komplikadisimo
6162,complicar,complicar,komplika4,VERB,komplikaɾ
6163,complicarse,complicarse,komplika4se,VERB,komplikaɾse
6164,complicará,complicará,komplika4a,VERB,komplikaɾa
6165,complicidad,complicidad,komplisidad,NOUN,komplisidad
6166,compliquemos,compliquemos,komplikemos,VERB,komplikemos
6167,complots,complots,komplots,NOUN,komplots
6168,componen,componen,komponen,VERB,komponen
6169,componendas,componendas,komponendas,NOUN,komponendas
6170,componer,componer,kompone4,VERB,komponeɾ
6171,compongan,compongan,kompongan,VERB,komponɡan
6172,comportará,comportará,kompo4ta4a,VERB,kompoɾtaɾa
6173,comportarían,comportarían,kompo4ta4jan,VERB,kompoɾtaɾjan
6174,comporten,comporten,kompo4ten,VERB,kompoɾten
6175,comporto,comporto,kompo4to,VERB,kompoɾto
6176,composición,composición,komposision,NOUN,komposision
6177,compost,compost,kompost,PROPN,kompost
6178,compra,compra,komp4a,NOUN,kompɾa
6179,compraban,compraban,komp4aban,VERB,kompɾaban
6180,comprado,comprado,komp4ado,VERB,kompɾado
6181,comprador,comprador,komp4ado4,NOUN,kompɾadoɾ
6182,compradores,compradores,komp4ado4es,NOUN,kompɾadoɾes
6183,comprados,comprados,komp4ados,VERB,kompɾados
6184,compran,compran,komp4an,VERB,kompɾan
6185,comprarse,comprarse,komp4a4se,VERB,kompɾaɾse
6186,comprará,comprará,komp4a4a,VERB,kompɾaɾa
6187,compras,compras,komp4as,NOUN,kompɾas
6188,compre,compre,komp4e,PROPN,kompɾe
6189,comprehensivo,comprehensivo,komp4eensibo,ADJ,kompɾeensibo
6190,compren,compren,komp4en,PROPN,kompɾen
6191,comprendan,comprendan,komp4endan,VERB,kompɾendan
6192,comprende,comprende,komp4ende,VERB,kompɾende
6193,comprendemos,comprendemos,komp4endemos,VERB,kompɾendemos
6194,comprender,comprender,komp4ende4,VERB,kompɾendeɾ
6195,comprenderemos,comprenderemos,komp4ende4emos,VERB,kompɾendeɾemos
6196,comprenderme,comprenderme,komp4ende4me,VERB,kompɾendeɾme
6197,comprendería,comprendería,komp4ende4ja,VERB,kompɾendeɾja
6198,comprenderían,comprenderían,komp4ende4jan,VERB,kompɾendeɾjan
6199,comprendidas,comprendidas,komp4endidas,ADJ,kompɾendidas
6200,comprendido,comprendido,komp4endido,ADJ,kompɾendido
6201,comprendiera,comprendiera,komp4endje4a,VERB,kompɾendjeɾa
6202,comprendieran,comprendieran,komp4endje4an,VERB,kompɾendjeɾan
6203,comprendimos,comprendimos,komp4endimos,VERB,kompɾendimos
6204,comprendió,comprendió,komp4endjo,VERB,kompɾendjo
6205,comprendo,comprendo,komp4endo,VERB,kompɾendo
6206,comprendí,comprendí,komp4endi,VERB,kompɾendi
6207,comprensible,comprensible,komp4ensible,ADJ,kompɾensible
6208,comprensiva,comprensiva,komp4ensiba,ADJ,kompɾensiba
6209,comprensivos,comprensivos,komp4ensibos,ADJ,kompɾensibos
6210,compresible,compresible,komp4esible,ADJ,kompɾesible
6211,comprimidos,comprimidos,komp4imidos,NOUN,kompɾimidos
6212,compro,compro,komp4o,PROPN,kompɾo
6213,comprobables,comprobables,komp4obables,ADJ,kompɾobables
6214,comprobación,comprobación,komp4obasion,NOUN,kompɾobasion
6215,comprobados,comprobados,komp4obados,ADJ,kompɾobados
6216,comprobamos,comprobamos,komp4obamos,VERB,kompɾobamos
6217,comprobante,comprobante,komp4obante,NOUN,kompɾobante
6218,comprobaremos,comprobaremos,komp4oba4emos,VERB,kompɾobaɾemos
6219,comprobaría,comprobaría,komp4oba4ja,VERB,kompɾobaɾja
6220,comprobé,comprobé,komp4obe,VERB,kompɾobe
6221,comprobó,comprobó,komp4obo,VERB,kompɾobo
6222,comprometan,comprometan,komp4ometan,VERB,kompɾometan
6223,compromete,compromete,komp4omete,PROPN,kompɾomete
6224,comprometer,comprometer,komp4omete4,VERB,kompɾometeɾ
6225,comprometerme,comprometerme,komp4omete4me,VERB,kompɾometeɾme
6226,comprometerse,comprometerse,komp4omete4se,VERB,kompɾometeɾse
6227,comprometeré,comprometeré,komp4omete4e,VERB,kompɾometeɾe
6228,comprometidos,comprometidos,komp4ometidos,ADJ,kompɾometidos
6229,comprometiendo,comprometiendo,komp4ometjendo,VERB,kompɾometjendo
6230,comprometiera,comprometiera,komp4ometje4a,VERB,kompɾometjeɾa
6231,comprometieran,comprometieran,komp4ometje4an,VERB,kompɾometjeɾan
6232,comprometí,comprometí,komp4ometi,VERB,kompɾometi
6233,comprometía,comprometía,komp4ometja,VERB,kompɾometja
6234,compromiso,compromiso,komp4omiso,NOUN,kompɾomiso
6235,compromisospagos,compromisospagos,komp4omisospagos,NOUN,kompɾomisospaɡos
6236,comprueba,comprueba,komp4weba,VERB,kompɾweba
6237,comprueban,comprueban,komp4weban,VERB,kompɾweban
6238,compruebe,compruebe,komp4webe,VERB,kompɾwebe
6239,compráramos,compráramos,komp4a4amos,VERB,kompɾaɾamos
6240,compuertas,compuertas,kompwe4tas,NOUN,kompweɾtas
6241,compuesta,compuesta,kompwesta,ADJ,kompwesta
6242,compuesto,compuesto,kompwesto,ADJ,kompwesto
6243,compuestos,compuestos,kompwestos,NOUN,kompwestos
6244,computa,computa,komputa,VERB,komputa
6245,computadora,computadora,komputado4a,PROPN,komputadoɾa
6246,computadoras,computadoras,komputado4as,NOUN,komputadoɾas
6247,computará,computará,komputa4a,VERB,komputaɾa
6248,compétentes,compétentes,kompetentes,ADJ,kompetentes
6249,comunales,comunales,komunales,ADJ,komunales
6250,comunica,comunica,komunika,VERB,komunika
6251,comunicado,comunicado,komunikado,NOUN,komunikado
6252,comunicamos,comunicamos,komunikamos,VERB,komunikamos
6253,comunicara,comunicara,komunika4a,VERB,komunikaɾa
6254,comunicarlas,comunicarlas,komunika4las,VERB,komunikaɾlas
6255,comunicarle,comunicarle,komunika4le,VERB,komunikaɾle
6256,comunicarnos,comunicarnos,komunika4nos,VERB,komunikaɾnos
6257,comunicará,comunicará,komunika4a,VERB,komunikaɾa
6258,comunicaré,comunicaré,komunika4e,VERB,komunikaɾe
6259,comunicativas,comunicativas,komunikatibas,ADJ,komunikatibas
6260,comunicársela,comunicársela,komunika4sela,VERB,komunikaɾsela
6261,comunidad,comunidad,komunidad,PROPN,komunidad
6262,comunidad,comunidad,komunidad,PROPN,komunidad
6263,comunidades,comunidades,komunidades,PROPN,komunidades
6264,comunique,comunique,komunike,VERB,komunike
6265,comuniqué,comuniqué,komunike,VERB,komunike
6266,comuniquémosles,comuniquémosles,komunikemosles,VERB,komunikemosles
6267,comunismo,comunismo,komunismo,NOUN,komunismo
6268,comunista,comunista,komunista,NOUN,komunista
6269,comunistas,comunistas,komunistas,NOUN,komunistas
6270,comunitariamente,comunitariamente,komunita4jamente,ADV,komunitaɾjamente
6271,comunitario,comunitario,komunita4jo,PROPN,komunitaɾjo
6272,comunitarizarla,comunitarizarla,komunita4isa4la,VERB,komunitaɾisaɾla
6273,comían,comían,komjan,VERB,komjan
6274,comúnmente,comúnmente,komunmente,ADV,komunmente
6275,concatenación,concatenación,konkatenasion,NOUN,konkatenasion
6276,concebible,concebible,konsebible,ADJ,konsebible
6277,concebibles,concebibles,konsebibles,ADJ,konsebibles
6278,concebido,concebido,konsebido,ADJ,konsebido
6279,concebidos,concebidos,konsebidos,ADJ,konsebidos
6280,concebimos,concebimos,konsebimos,VERB,konsebimos
6281,concebir,concebir,konsebi4,VERB,konsebiɾ
6282,concebirse,concebirse,konsebi4se,VERB,konsebiɾse
6283,concedemos,concedemos,konsedemos,VERB,konsedemos
